province,plant_community_code,plant_community_name_scientific,plant_community_name_common,successional_state,analysis_name,avg_cover_percent,avg_nlog_cover_percent,constancy_percent,prominence_value,nlog_prominence_value
Saskatchewan,AP-LM-A,Festuca altaica var. hallii - Elymus lanceolatus - Hesperostipa curtiseta,Plains Rough Fescue - Northern Wheat-grass - Western Porcupine-grass,reference community,Vicia_americana,0.17,0.17,40.74,0.11,0.1
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Artemisia_frigida,14.18,2.65,80.77,12.75,2.55
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Bouteloua_gracilis,2.39,0.87,30.77,1.32,0.28
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Carex,10.89,2.39,100,10.89,2.39
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Elymus_lanceolatus,21.45,3.07,100,21.45,3.07
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Festuca_hallii,9.57,2.26,69.23,7.96,2.07
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Helictochloa_hookeri,2.81,1.03,38.46,1.74,0.56
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Hesperostipa_comata,5.05,1.62,73.08,4.32,1.46
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Hesperostipa_curtiseta,21.8,3.08,100,21.8,3.08
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Koeleria_macrantha,9.8,2.28,84.62,9.02,2.2
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Pascopyrum_smithii,4.53,1.51,34.62,2.66,0.98
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Pulsatilla_patens,3.99,1.38,53.85,2.93,1.08
Saskatchewan,AP-LM-B,Hesperostipa curtiseta - Elymus lanceolatus - Carex spp. - Artemisia frigida,Western Porcupine-grass - Northern Wheat-grass - Sedge - Pasture Sage,moderate alteration from RC,Symphoricarpos_occidentalis,2.21,0.79,23.08,1.06,0.06
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Achillea_millefolium,2.72,1,37.5,1.66,0.51
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Artemisia_frigida,12.18,2.5,93.75,11.79,2.47
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Artemisia_ludoviciana,1.88,0.63,25,0.94,0.1
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Bouteloua_gracilis,3.51,1.26,43.75,2.32,0.84
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Carex,24.01,3.18,100,24.01,3.18
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Comandra_umbellata,2.05,0.72,25,1.03,0.02
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Elymus_lanceolatus,10.96,2.39,87.5,10.26,2.33
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Festuca_hallii,8.88,2.18,50,6.28,1.84
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Grindelia_squarrosa,2.15,0.77,25,1.08,0.07
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Helictochloa_hookeri,2,0.69,31.25,1.12,0.11
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Hesperostipa_comata,8.71,2.16,43.75,5.76,1.75
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Hesperostipa_curtiseta,17.24,2.85,62.5,13.63,2.61
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Heterotheca_villosa,1.1,0.1,25,0.55,0.1
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Koeleria_macrantha,6.93,1.94,93.75,6.71,1.9
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Pascopyrum_smithii,5.3,1.67,68.75,4.39,1.48
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Poa_pratensis,3.76,1.32,43.75,2.49,0.91
Saskatchewan,AP-LM-C,Carex spp. - Artemisia frigida - Hesperostipa curtiseta - Elymus lanceolatus ,Sedge - Pasture Sage - Western Porcupine-grass - Northern Wheat-grass ,moderate alteration from RC,Pulsatilla_patens,2.9,1.06,31.25,1.62,0.48
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Achillea_millefolium,2.06,0.72,56.25,1.54,0.43
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Androsace_septentrionalis,2.8,1.03,25,1.4,0.34
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Artemisia_frigida,9.22,2.22,100,9.22,2.22
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Artemisia_ludoviciana,2.63,0.97,25,1.31,0.27
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Bouteloua_gracilis,7.35,1.99,81.25,6.62,1.89
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Carex,6.03,1.8,100,6.03,1.8
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Cerastium_arvense,0.83,0.83,37.5,0.51,0.1
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Elymus_lanceolatus,12.44,2.52,50,8.79,2.17
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Elymus_trachycaulus,3.55,1.27,62.5,2.81,1.03
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Erigeron_caespitosus,1.58,0.46,37.5,0.97,0.1
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Geum_triflorum,3.89,1.36,56.25,2.92,1.07
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Helictochloa_hookeri,5.39,1.68,56.25,4.04,1.4
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Hesperostipa_comata,17.5,2.86,100,17.5,2.86
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Hesperostipa_curtiseta,4.56,1.52,50,3.23,1.17
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Heterotheca_villosa,3.5,1.25,50,2.47,0.91
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Koeleria_macrantha,5.19,1.65,87.5,4.85,1.58
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Pascopyrum_smithii,7.16,1.97,87.5,6.7,1.9
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Pediomelum_esculentum,6,1.79,50,4.24,1.45
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Poa_pratensis,5.75,1.75,62.5,4.55,1.51
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Sisyrinchium_montanum,1.44,0.36,50,1.02,0.02
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Sporobolus_rigidus,4.57,1.52,43.75,3.02,1.11
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Symphoricarpos_occidentalis,7.04,1.95,75,6.1,1.81
Saskatchewan,AP-LM-D,Hesperostipa comata - Elymus lanceolatus / Pascopyrum smithii - Artemisia frigida,Needle-and-thread - Wheat-grass - Pasture Sage,significant alteration from RC,Vicia_americana,1.33,0.29,37.5,0.82,0.1
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Achillea_millefolium,3.07,1.12,69.84,2.57,0.94
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Agrostis_scabra,2.82,1.04,23.81,1.38,0.32
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Artemisia_frigida,5.46,1.7,42.86,3.58,1.27
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Artemisia_ludoviciana,2.4,0.88,39.68,1.51,0.41
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Bouteloua_gracilis,3.14,1.15,34.92,1.86,0.62
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Bromus_inermis,12.99,2.56,30.16,7.13,1.96
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Carex,11.31,2.43,90.48,10.76,2.38
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Cirsium_arvense,1.66,0.5,26.98,0.86,0.1
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Comandra_umbellata,1.29,0.26,41.27,0.83,0.1
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Elymus_lanceolatus,7.22,1.98,53.97,5.3,1.67
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Elymus_trachycaulus,5.1,1.63,61.9,4.01,1.39
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Festuca_hallii,8.52,2.14,33.33,4.92,1.59
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Fragaria_virginiana,3.31,1.2,36.51,2,0.69
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Galium_boreale,2.53,0.93,38.1,1.56,0.45
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Hesperostipa_comata,11.06,2.4,28.57,5.91,1.78
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Hesperostipa_curtiseta,8.47,2.14,46.03,5.75,1.75
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Koeleria_macrantha,3.93,1.37,46.03,2.67,0.98
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Muhlenbergia_richardsonis,5.03,1.62,25.4,2.54,0.93
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Nassella_viridula,3.99,1.38,23.81,1.95,0.67
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Pascopyrum_smithii,7.38,2,52.38,5.34,1.68
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Poa_pratensis,21.67,3.08,100,21.67,3.08
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Pulsatilla_patens,2.52,0.93,20.63,1.15,0.14
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Sonchus_arvensis,1.75,0.56,26.98,0.91,0.1
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Symphoricarpos_occidentalis,7.75,2.05,55.56,5.78,1.75
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Symphyotrichum_ericoides,4.76,1.56,22.22,2.25,0.81
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Taraxacum_officinale,3.82,1.34,26.98,1.99,0.69
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Thermopsis_rhombifolia,2.01,0.7,23.81,0.98,0.1
Saskatchewan,AP-LM-E,Poa pratensis - Carex spp.,Kentucky Blue-grass - Sedge,severe alteration from RC,Vicia_americana,2.16,0.77,39.68,1.36,0.31
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Achillea_millefolium,0.03,0.03,22.22,0.01,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Amelanchier_alnifolia,0.9,0.9,33.33,0.52,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Anemonastrum_canadense,1.3,0.26,22.22,0.61,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Cirsium_arvense,0.06,0.06,22.22,0.03,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Elymus_trachycaulus,0.1,0.1,22.22,0.05,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Galium_boreale,0.42,0.42,88.89,0.4,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Hackelia_deflexa,3.78,1.33,66.67,3.09,1.13
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Hordeum_jubatum,0.01,0.01,22.22,0,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Maianthemum_stellatum,3.6,1.28,22.22,1.7,0.53
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Penstemon_procerus,0.06,0.06,22.22,0.03,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Poa_pratensis,1.93,0.66,66.67,1.58,0.46
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Populus_tremuloides,46.11,3.83,100,46.11,3.83
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Prunus_virginiana,0.07,0.07,33.33,0.04,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Rhamnus_cathartica,1.88,0.63,44.44,1.25,0.22
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Rubus_idaeus,1.85,0.62,22.22,0.87,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Spiraea_alba,2.5,0.92,33.33,1.44,0.37
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Symphoricarpos_occidentalis,48.46,3.88,100,48.46,3.88
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Taraxacum_officinale,0.08,0.08,44.44,0.05,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Thalictrum_venulosum,1.67,0.51,33.33,0.96,0.1
Saskatchewan,AP-LM-G,Populus tremuloides / Symphoricarpos occidentalis - Rosa spp.,Aspen / Snowberry - Rose,significant alteration from RC,Vicia_americana,0.35,0.35,22.22,0.16,0.1
